,post,label,Comment_id
4611,nice to see you on this board mo i posted a thread on this a week or so ago and here it is ,noHate,14104811
4612,i relate to a coon runiing a football is like a coon with a tv running from a police siren ,idk/skip,30754294
4613,first off i aint a weirdo i was joking second your inbox may be empty but check your sent message list,noHate,31748511
4614,26 5feet 8 inches dark blonde hazel green eyes 155 lbs babyface,noHate,14110790
4615,we have two things wrong here mexcicans in a white homeland and a pizza company sending a female in harms way ,hate,12905934
4616,let me be the first to say welcome to sf ,noHate,14105052
4617,i will take your word for it and thank you this is even better news to understand his political views and what kind of people he will accept as supporters ,noHate,14418952
4618,but i found my way ,noHate,30473110
4619,im thinking that if whites in mass began ple s the jews would just cross out the word white and add the word minority in its place ,noHate,14298718
4620,post freely in all forums ,noHate,31775700
4621,if you want to be treated with respect then try showing a bit yourself you arrogant dismissive tosser ,noHate,14032111
4622,this is from the archive of stormfront s advance scout forum which is solely devoted to the organizing strategy of ple legionism ,noHate,14280965
4623,joe you are the most self imprisoned person i have yet to meet ,noHate,14657070
4624,the billboards around town speak volumes ,noHate,13125681
4625,hey hey army dirty dirty army hop off your tanks and follow me we are marine corp infantry hey hey navy nasty nasty navy get off your ships and follow me we are marine corp infantry hey hey air force lazy lazy chair force get off your chairs and follow me we are marine corp infantry back in 1775 my marine corp came alive first came the color blue to show the world that we are true then came the color red to show the world the blood we shed then came the color gold to show the world that we are bold,noHate,31745241
4626,ps ,noHate,14052954
4627,when i look at the zimbawee s mugabe i think ape or gorilla ,hate,13858325
4628,i m a 25yo skin from so ,noHate,14108132
4629,all of them plus tens of thousands of their relatives will get to stay here ,relation,13606395
4630,found along orion s sword just north of the bright orion nebula complex these reflection nebulae are also associated with orion s giant molecular cloud about 1 500 light years away but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars ,noHate,30518244
4631,here is a synosis i just found on google there is much more to this as i hope to show when my package arrives ,noHate,14266973
4632,worse than benefits st ,noHate,14039990
4633, i have decided on the flags of the four provinces combined on four squares together as my own favourite flag to wave at rugby and soccer internationals rather than the tricoleur or st pat s ,noHate,13865914
4634,check out the knights of the ku klux klan www kukluxklan org they also have a internet news program usually updated weekly and can be seen with real player www thomasrobb com ,noHate,14106514
4635,crime will go up as well but that is another issue ,relation,30739072
4636,st r i butik papirforretn the above are other people listed as living in my family s home ,noHate,13590117
4637,yes but upon further research i have realised its just a liability ,noHate,30613216
4638,i wish they d all bugger off back to the sudan nigeria ethiopia or where ever the hell it is they re from and never come back ,hate,30654947
4639,you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for to hell with your degenerate friend put your fear aside and do whats right for the baby s sake ,noHate,31737444
4640,guys and gals just wanted to say there are few things more entertaining than watching you do another arrogant negro poster ,noHate,14667139
4641,her tainted feet have no place in sweden ,hate,13592326
4642,i have an awesome tattooist in the burbs of chicago ,noHate,14110512
4643,thats pretty similar for me ,noHate,31553777
4644,but the worst thing is the americans and the britons wants yet to make see basayev like a freedom hero ,noHate,13499074
4645,i believe this was posted before but had no sound and the victim s face was blurred ,noHate,13455094
4646,she then solicited his classmates to make comments about what they disliked about the boy ,noHate,30706837
4647,especially with these orientals looking white ,relation,31411361
4648,cowards ,noHate,30608484
4649,1 ,noHate,14279550
4650,you are no different than any other manipulating jew ,relation,14669849
4651,i learned nearly everything i know about white nationalism on the internet ,noHate,31753144
4652,no ,noHate,14673542
4653,the comment i made was about the fact that everton s nickname is the black watch ,noHate,14060687
4654,we have to fight for our survival and our future but we can have our cake and eat it too ,noHate,14418498
4655,and then there s asiacourt the once beautiful safe white area of scarborough and the last i checked was a garbage infested chinease outpost ,hate,30457422
4656,i m sure i would have done great in public school if the mexican gang members stopped kicking my long enough for me to get my homework done ,hate,30777604
4657,yeah she s gonna end up just like the last hoe bag that got involved with the same chimp ,hate,31495527
4658,jag har inte sj lv varit med n gon g ng men jag har stor respekt f r de som deltar ,idk/skip,13615431
4659,he will get aids soon and die,noHate,31735039
4660,we have already reached that point ages ago ,noHate,12858722
4661,he use to run it a few year ago i use to run around with him and some other lads from london,noHate,14030927
4662,ta ra do re do re aye ,noHate,30498118
4663,if a person can find a way to create their own business they could easily pull it off ,noHate,14267446
